x_position,y_position,x_velocity,y_velocity,angle,angular_velocity,left_leg,right_leg
0.44177467,2.3365512,1.1203258,0.72212195,-1.2032127,-0.6079759,0.0,0.0
0.5090219,2.4226017,1.5246214,0.7738704,-1.3499479,-0.5919738,0.0,0.0
0.5850154,2.5104215,1.5240782,0.75220597,-1.4979147,-0.5917952,0.0,0.0
0.66131765,2.5941103,1.5247833,0.6967084,-1.6845744,-0.8475081,0.0,0.0
0.74978924,2.673824,1.9126762,0.6628456,-1.9047703,-0.9040489,0.0,0.0
0.845912,2.7483206,1.8869221,0.6088461,-2.1705623,-1.1694582,0.0,0.0
0.95048654,2.8069012,2.1341147,0.43341964,-2.457531,-1.1495955,0.0,0.0
1.0177393,2.8326433,2.2254303,0.31944945,-2.6283443,-1.1348832,0.0,0.0
-0.0045152665,1.3625829,-0.051511895,-0.36892632,-0.018347368,-0.14393009,0.0,0.0
-0.0074512484,1.3196387,-0.05140672,-0.39055365,-0.05430896,-0.14381571,0.0,0.0
-0.010381127,1.2742805,-0.0513042,-0.41218522,-0.09024276,-0.14370373,0.0,0.0
-0.011353398,1.2414596,-0.0143624395,-0.20259847,-0.121633925,-0.14251713,0.0,0.0
-0.012427712,1.2172595,-0.014481987,-0.22518423,-0.15724418,-0.14241014,0.0,0.0
-0.011938667,1.2075063,0.049401335,0.019352201,-0.19451025,-0.14832312,0.0,0.0
-0.009835911,1.208343,0.049394287,-0.0022703526,-0.23159069,-0.14832066,0.0,0.0
-0.0065543177,1.2062944,0.098743066,-0.032865297,-0.29988086,-0.35666376,0.0,0.0
-0.001320076,1.2010207,0.14731407,-0.066922925,-0.42050755,-0.57176155,0.0,0.0
0.0047628405,1.1930351,0.14708503,-0.08882904,-0.56342375,-0.57160074,0.0,0.0
0.010059548,1.183747,0.110172525,-0.09342984,-0.67669636,-0.3766323,0.0,0.0
0.02352705,1.1845207,0.39346626,0.055980135,-0.76362526,-0.33085638,0.0,0.0
0.042615604,1.19026,0.3933442,0.034299213,-0.84633464,-0.33082515,0.0,0.0
0.06906853,1.2026494,0.64287055,0.15316874,-0.9284542,-0.3342784,0.0,0.0
0.10696173,1.2285066,0.8611661,0.252174,-1.0180241,-0.3575524,0.0,0.0
0.16032925,1.2660278,1.2532704,0.37417296,-1.1077023,-0.3531011,0.0,0.0
0.23137656,1.3159108,1.5777757,0.46342966,-1.201352,-0.37130058,0.0,0.0
0.30958834,1.3694899,1.56259,0.47245905,-1.2578427,-0.13294813,0.0,0.0
0.38761872,1.4216661,1.5625637,0.45085362,-1.2910795,-0.13294646,0.0,0.0
0.47631425,1.4776115,1.9086878,0.5083474,-1.3295511,-0.15583666,0.0,0.0
0.57133245,1.5355812,1.8954061,0.5203733,-1.3302276,0.10336222,0.0,0.0
0.67750627,1.5965654,2.249316,0.5664789,-1.304347,0.09299957,0.0,0.0
0.7900364,1.6584964,2.2493026,0.5448764,-1.281097,0.092999175,0.0,0.0
0.9025713,1.7179995,2.24929,0.5232738,-1.2578475,0.09299833,0.0,0.0
1.0261834,1.7791891,2.6343138,0.580407,-1.2304565,0.103595115,0.0,0.0
-0.030110836,1.3384049,-0.538525,-0.5487202,0.06214189,0.31157786,0.0,0.0
-0.05521393,1.2754564,-0.49350166,-0.56760013,0.113570586,0.12904486,0.0,0.0
-0.07956819,1.2102047,-0.49359006,-0.58923155,0.1458146,0.12894592,0.0,0.0
-0.10513754,1.142276,-0.5459846,-0.61646736,0.20892085,0.34228402,0.0,0.0
-0.13160066,1.0717562,-0.5457853,-0.6391469,0.2944429,0.34200257,0.0,0.0
-0.1591876,0.9983195,-0.5941669,-0.6719583,0.41011006,0.55299336,0.0,0.0
-0.18879537,0.9214687,-0.641815,-0.709535,0.5815862,0.7775351,0.0,0.0
-0.21834087,0.8430466,-0.598667,-0.710257,0.7419332,0.54392606,0.0,0.0
-0.25377998,0.7729746,-0.8255676,-0.57941514,0.8781431,0.549615,0.0,0.0
-0.30278173,0.71632093,-1.1055375,-0.46778917,1.0117849,0.54339373,0.0,0.0
-0.3573965,0.6640436,-1.105134,-0.4895424,1.1476122,0.54325557,0.0,0.0
-0.41264734,0.60773784,-1.1234844,-0.54522645,1.3234159,0.80958176,0.0,0.0
-0.4769838,0.55162555,-1.4082721,-0.5153186,1.5294088,0.83767235,0.0,0.0
-0.5474935,0.49536353,-1.4071686,-0.5369027,1.738751,0.83716697,0.0,0.0
-0.61838466,0.43657222,-1.4060948,-0.55833477,1.9479672,0.8366623,0.0,0.0
-0.7012176,0.36906254,-1.7565683,-0.6826547,2.162401,0.8514231,0.0,0.0
-0.77020115,0.3215174,-1.3150579,0.02737578,2.4492288,4.0605955,0.0,0.0
-0.013396645,1.3928319,-0.22585788,-0.14464112,0.015240952,0.050574817,0.0,0.0
-0.024562646,1.3751051,-0.22589496,-0.16625205,0.027877565,0.05053577,0.0,0.0
-0.035857677,1.367593,-0.23012432,0.013702148,0.041162893,0.056466155,0.0,0.0
-0.045959186,1.367847,-0.1754103,-0.0051740706,0.023452008,-0.16329283,0.0,0.0
-0.05627527,1.3657516,-0.22386524,-0.028716885,0.011161409,0.031220745,0.0,0.0
-0.068496324,1.361002,-0.27025816,-0.051344864,0.046788707,0.21713707,0.0,0.0
-0.08146067,1.3538252,-0.27025348,-0.0729941,0.10107164,0.2171282,0.0,0.0
-0.093279265,1.3443513,-0.22136025,-0.09232934,0.1264336,0.02063309,0.0,0.0
-0.1030757,1.3326796,-0.16929916,-0.11060624,0.10072912,-0.18938287,0.0,0.0
-0.113175966,1.3184764,-0.21750443,-0.13548763,0.08283298,0.005215516,0.0,0.0
-0.1251072,1.301573,-0.2640674,-0.16074175,0.11128912,0.19341579,0.0,0.0
-0.13664064,1.282292,-0.21440816,-0.17881426,0.12965795,-0.0072617717,0.0,0.0
-0.14948311,1.2774265,-0.2757212,0.0387642,0.124791294,-0.021884752,0.0,0.0
-0.16429453,1.2960533,-0.301929,0.2470238,0.12084362,-0.0060720965,0.0,0.0
-0.17828283,1.3225446,-0.25352097,0.2286498,0.09087909,-0.20147347,0.0,0.0
-0.19306031,1.3582802,-0.29474494,0.3924102,0.03575086,-0.22348937,0.0,0.0
-0.20895132,1.4184803,-0.30127367,0.6335056,-0.02172774,-0.22514093,0.0,0.0
-0.22569013,1.4883785,-0.3478214,0.61334866,-0.05020185,-0.038364947,0.0,0.0
-0.24317813,1.5559301,-0.34782147,0.5917471,-0.059793085,-0.038364865,0.0,0.0
-0.26027256,1.633649,-0.3277012,0.76697516,-0.07001249,-0.037329923,0.0,0.0
-0.27675194,1.7184862,-0.32770136,0.7453736,-0.07934496,-0.03732986,0.0,0.0
-0.2932312,1.8008946,-0.3277016,0.723772,-0.088677414,-0.037329763,0.0,0.0
-0.30869046,1.8807328,-0.28458732,0.69956803,-0.12381507,-0.2110875,0.0,0.0
-0.32216635,1.9578404,-0.23365438,0.6724969,-0.2092989,-0.41908374,0.0,0.0
-0.33290353,2.0486052,-0.17465663,0.86874956,-0.31678423,-0.4405989,0.0,0.0
-0.3426788,2.145475,-0.1747609,0.8469586,-0.4269228,-0.44052538,0.0,0.0
-0.3479692,2.2533596,-0.050208546,1.024419,-0.5365913,-0.4634211,0.0,0.0
-0.3514575,2.3681185,-0.050390743,1.0026296,-0.65243375,-0.46333534,0.0,0.0
-0.34735554,2.4919722,0.1883735,1.1431787,-0.7631835,-0.43628532,0.0,0.0
-0.33066496,2.6303623,0.47783843,1.2736286,-0.8683193,-0.40264863,0.0,0.0
-0.3000621,2.784001,0.71934545,1.410136,-0.973233,-0.44017053,0.0,0.0
-0.26467878,2.942606,0.71908796,1.3884273,-1.0832646,-0.44009718,0.0,0.0
-0.2228652,3.105757,0.9307176,1.4669827,-1.1994858,-0.4839478,0.0,0.0
-0.17671585,3.271078,0.93036956,1.4453015,-1.3204577,-0.48385024,0.0,0.0
-0.13021097,3.4324477,0.9383459,1.3921105,-1.4770817,-0.72377306,0.0,0.0
-0.08332767,3.5903451,0.9375232,1.370488,-1.6579756,-0.7234469,0.0,0.0
-0.036247443,3.7441683,0.9292663,1.3184353,-1.8747256,-0.9554054,0.0,0.0
0.022846604,3.8900568,1.2998152,1.2262757,-2.1201117,-0.9988311,0.0,0.0
0.098018646,4.019397,1.5697871,1.0680662,-2.3665957,-0.99389,0.0,0.0
0.17846927,4.1404366,1.5687819,1.0472578,-2.6149416,-0.99304616,0.0,0.0
0.26007336,4.2590656,1.6069924,1.0378749,-2.836148,-0.8141165,0.0,0.0
0.34513682,4.3579545,1.6786156,0.7609014,-3.0387008,-0.79898614,0.0,0.0
0.4297927,4.441947,1.6252877,0.7389104,-3.2710378,-1.0127255,0.0,0.0
0.5146693,4.5224743,1.6744311,0.7102043,-3.4950273,-0.8062867,0.0,0.0
0.59493196,4.5835886,1.5058887,0.46787947,-3.6933932,-0.78947586,0.0,0.0
0.6708368,4.6340117,1.4661059,0.46713555,-3.9241967,-1.0099596,0.0,0.0
0.7457504,4.6821456,1.4673258,0.44624212,-4.1765537,-1.0090737,0.0,0.0
0.82075864,4.725813,1.4906235,0.3932883,-4.389891,-0.7539186,0.0,0.0
0.8953413,4.767474,1.4788315,0.40535218,-4.6168275,-1.011875,0.0,0.0
0.9581989,4.808544,1.0999653,0.39571884,-4.86606,-0.9970911,0.0,0.0
1.0017284,4.8402495,1.1012064,0.37827107,-5.0653915,-0.9964088,0.0,0.0
-0.014491844,1.4668796,-0.21671388,0.4037379,-0.013990575,-0.13680613,0.0,0.0
-0.026841927,1.5109183,-0.26296023,0.38383442,-0.018719967,0.049050055,0.0,0.0
-0.039866924,1.5526386,-0.26299685,0.36222363,-0.0064644897,0.04901327,0.0,0.0
-0.051707555,1.5919183,-0.21425335,0.34018648,-0.023991132,-0.14619848,0.0,0.0
-0.06271677,1.6424227,-0.2108331,0.5306111,-0.06167043,-0.1552872,0.0,0.0
-0.073650554,1.7007046,-0.21083578,0.50898606,-0.100491695,-0.15528369,0.0,0.0
-0.08591509,1.7567077,-0.26488426,0.4899995,-0.10570629,0.062069695,0.0,0.0
-0.09773836,1.8101193,-0.20983414,0.4638074,-0.122324914,-0.16088298,0.0,0.0
-0.10739823,1.8606864,-0.15738364,0.43709278,-0.19401349,-0.37436837,0.0,0.0
-0.11515751,1.9083894,-0.11237776,0.4076692,-0.31456718,-0.56354886,0.0,0.0
-0.121033765,1.952935,-0.066991344,0.37188274,-0.48566088,-0.77217656,0.0,0.0
-0.121191405,2.007131,0.120831095,0.5315163,-0.678809,-0.76028997,0.0,0.0
-0.11557913,2.0661886,0.15913284,0.48314077,-0.9058376,-1.0105573,0.0,0.0
-0.100038335,2.1319647,0.46347865,0.59018916,-1.1596195,-1.009725,0.0,0.0
-0.065410234,2.2084382,0.85616696,0.6698202,-1.4155108,-1.0303899,0.0,0.0
-0.022553254,2.2845764,0.8564892,0.61336493,-1.7102654,-1.2925158,0.0,0.0
0.021359062,2.3587391,0.86868745,0.62753713,-1.9901655,-1.0169339,0.0,0.0
0.06551771,2.4295554,0.8381745,0.57527375,-2.2830853,-1.2782393,0.0,0.0
0.11067076,2.497492,0.87421685,0.5781968,-2.564604,-1.0443239,0.0,0.0
0.16147995,2.5520172,1.0321977,0.38643295,-2.8288558,-1.0695384,0.0,0.0
0.21456337,2.5944564,0.98303115,0.361324,-3.1264505,-1.2675803,0.0,0.0
0.2680808,2.633157,1.0313232,0.33909562,-3.4130597,-1.0714515,0.0,0.0
0.31819916,2.6531193,0.9043452,0.10800412,-3.6787407,-1.065128,0.0,0.0
0.3644454,2.6624541,0.86150825,0.110644855,-3.9815927,-1.3112211,0.0,0.0
0.4093686,2.6693509,0.86370116,0.09012667,-4.3091054,-1.309286,0.0,0.0
0.45383987,2.6718454,0.87940705,0.040141214,-4.602478,-1.0827957,0.0,0.0
0.49774408,2.672525,0.88360757,0.05067306,-4.911349,-1.3242738,0.0,0.0
0.5408279,2.6720545,0.8862845,0.028535234,-5.242118,-1.3222799,0.0,0.0
0.5836546,2.6714067,0.92007434,0.032942194,-5.6077495,-1.5604656,0.0,0.0
0.61950016,2.685774,0.7346326,0.21237259,-5.997641,-1.5587287,0.0,0.0
0.65115106,2.7070417,0.6839086,0.18363777,-6.3555937,-1.346117,0.0,0.0
0.6820402,2.7273068,0.68342763,0.1601221,-6.691807,-1.3440216,0.0,0.0
0.71893406,2.7609694,0.85626924,0.34730726,-7.025849,-1.35306,0.0,0.0
0.7603981,2.8012795,0.8838161,0.29839423,-7.398157,-1.5790012,0.0,0.0
0.8039249,2.8375614,0.89317924,0.24637276,-7.828162,-1.804439,0.0,0.0
0.8607944,2.8687553,1.2622192,0.18789522,-8.277362,-1.8003948,0.0,0.0
0.9269924,2.8955395,1.2853706,0.19441494,-8.690314,-1.5676918,0.0,0.0
0.9945587,2.9191465,1.2830467,0.17497824,-9.081613,-1.5643871,0.0,0.0
1.0082006,2.9233956,1.2904365,0.17314363,-9.158071,-1.5296633,0.0,0.0
0.011299133,1.3692374,0.19049397,-0.319413,-0.012842465,-0.04265563,0.0,0.0
0.019519234,1.3318971,0.13941363,-0.34030157,0.006586975,0.16202489,0.0,0.0
0.02575941,1.292114,0.09296702,-0.3632527,0.07560957,0.34750104,0.0,0.0
0.030239582,1.2498306,0.04852251,-0.38858154,0.18851216,0.5263975,0.0,0.0
0.032621004,1.2047358,-0.0044300435,-0.42086095,0.3545246,0.75015724,0.0,0.0
0.03517933,1.1577814,0.040737245,-0.42837062,0.5117047,0.5402748,0.0,0.0
0.03940449,1.1101332,0.082025215,-0.43345922,0.6140789,0.33382985,0.0,0.0
0.038339615,1.0720284,-0.1227047,-0.27656543,0.6966989,0.33275512,0.0,0.0
0.033745002,1.0414523,-0.08518874,-0.27605972,0.7456584,0.10955644,0.0,0.0
0.03059702,1.0105338,-0.045236792,-0.27286327,0.7364151,-0.13509229,0.0,0.0
0.02246561,0.9919041,-0.23940948,-0.092421435,0.7117927,-0.08083793,0.0,0.0
0.011186123,0.9809481,-0.20180734,-0.09298354,0.6595529,-0.29828256,0.0,0.0
0.00048513414,0.96836346,-0.20172414,-0.11465856,0.5849857,-0.29825974,0.0,0.0
-0.010243034,0.95341057,-0.20164952,-0.13633749,0.51042414,-0.29823697,0.0,0.0
-0.02099533,0.9360924,-0.20158398,-0.15801993,0.43586826,-0.29821417,0.0,0.0
-0.03287964,0.9156272,-0.24818905,-0.19408488,0.39383575,-0.08341256,0.0,0.0
-0.04921503,0.90499824,-0.36499494,-0.03403809,0.37195006,-0.08897163,0.0,0.0
-0.06874609,0.8989928,-0.40920573,-0.0672573,0.3795978,0.10789983,0.0,0.0
-0.09229479,0.9055391,-0.52628624,0.16075596,0.41024858,0.14186184,0.0,0.0
-0.121033765,0.9374439,-0.6021086,0.34342664,0.45295227,0.19700961,0.0,0.0
-0.15655747,0.98915577,-0.80567867,0.5291351,0.49759996,0.15816015,0.0,0.0
-0.19649276,1.0475211,-0.8056593,0.50751233,0.5371395,0.15815654,0.0,0.0
-0.23749423,1.10246,-0.84878606,0.4667092,0.6112063,0.38164896,0.0,0.0
-0.27832523,1.1552919,-0.8144792,0.46239838,0.6776079,0.19326018,0.0,0.0
-0.32724652,1.2177384,-1.104624,0.6258523,0.71777564,0.14985639,0.0,0.0
-0.38219565,1.2870699,-1.1046005,0.6042346,0.7552393,0.14985348,0.0,0.0
-0.4362825,1.3551887,-1.0671017,0.60588634,0.758297,-0.08002051,0.0,0.0
-0.49719405,1.4357023,-1.2900524,0.76817447,0.7429291,-0.054842632,0.0,0.0
-0.5626568,1.519394,-1.3267558,0.7244861,0.76216775,0.16634628,0.0,0.0
-0.63520885,1.6090231,-1.5384033,0.83967537,0.801875,0.1597938,0.0,0.0
-0.71940255,1.7142978,-1.7845802,0.9909068,0.84425855,0.1800092,0.0,0.0
-0.8164169,1.8378644,-2.0743906,1.1571972,0.895238,0.2057915,0.0,0.0
-0.91914004,1.9684654,-2.0444477,1.1597649,0.9140487,-0.011795227,0.0,0.0
-1.0054879,2.077943,-2.2485347,1.2598858,0.91370964,0.002520868,0.0,0.0
0.03469324,1.3978893,0.58821356,0.023682708,-0.03313323,-0.10978025,0.0,0.0
0.06268263,1.3991503,0.53837943,0.0030551772,-0.031757426,0.09026855,0.0,0.0
0.09106407,1.3979659,0.5901876,-0.019372974,-0.04025882,-0.11748479,0.0,0.0
0.12149429,1.394201,0.64090383,-0.04381625,-0.10022055,-0.32086077,0.0,0.0
0.15293626,1.4051313,0.6645824,0.18662225,-0.18601124,-0.34725654,0.0,0.0
0.18530807,1.4249592,0.6645423,0.16489889,-0.27281994,-0.34722033,0.0,0.0
0.21848278,1.4559318,0.71106637,0.34831667,-0.36836392,-0.39603382,0.0,0.0
0.25194272,1.4948821,0.663772,0.33853355,-0.43475458,-0.18676877,0.0,0.0
0.28861094,1.5460722,0.7989987,0.51792943,-0.48418298,-0.19682585,0.0,0.0
0.32812423,1.6032423,0.79896945,0.49629393,-0.53338844,-0.19681935,0.0,0.0
0.36764842,1.6580101,0.79893774,0.47465938,-0.5825923,-0.19681284,0.0,0.0
0.40612277,1.7113466,0.754415,0.47192076,-0.59752893,0.030703012,0.0,0.0
0.4514037,1.7795557,1.0123999,0.6904632,-0.58993924,0.04221667,0.0,0.0
0.502113,1.855686,1.0123987,0.6688616,-0.5793852,0.04221567,0.0,0.0
0.5538794,1.9284348,1.0541317,0.6298774,-0.6027148,-0.16962202,0.0,0.0
0.60623646,1.9982123,1.0541054,0.6082529,-0.64511955,-0.16961767,0.0,0.0
0.663291,2.0737755,1.2220064,0.72449994,-0.68580127,-0.16479507,0.0,0.0
0.72304803,2.1554613,1.1801007,0.7252798,-0.68960226,0.07229728,0.0,0.0
0.7812182,2.2366123,1.1371357,0.7265104,-0.6358165,0.3143325,0.0,0.0
0.83968717,2.3150966,1.1767181,0.68543893,-0.59114385,0.0999325,0.0,0.0
0.89873487,2.3905423,1.1767093,0.66383016,-0.566161,0.099931255,0.0,0.0
0.9623909,2.4770572,1.336818,0.8369455,-0.54525965,0.08178897,0.0,0.0
1.0043175,2.5363007,1.4197541,0.91146845,-0.53164166,0.0853991,0.0,0.0
0.036995985,1.405634,0.623718,-0.04990265,-0.042063817,-0.13966319,0.0,0.0
0.06673889,1.3986517,0.5770124,-0.069762796,-0.04945294,0.048294075,0.0,0.0
0.095710374,1.3893366,0.57697535,-0.09137308,-0.03738692,0.048255593,0.0,0.0
0.12586717,1.3775048,0.62486345,-0.114613205,-0.055170123,-0.14386411,0.0,0.0
0.15786466,1.3630692,0.6722003,-0.13936068,-0.11975672,-0.34303218,0.0,0.0
0.1906457,1.346074,0.6723502,-0.16156675,-0.2034946,-0.3349386,0.0,0.0
0.22219905,1.327014,0.6233207,-0.17735127,-0.25544524,-0.1336348,0.0,0.0
0.25183496,1.3061384,0.57524025,-0.191075,-0.25732166,0.06777217,0.0,0.0
0.28193417,1.2826174,0.6218169,-0.2217546,-0.27165923,-0.13015142,0.0,0.0
0.31149435,1.2568189,0.56957483,-0.2343496,-0.27199632,0.08971823,0.0,0.0
0.3404545,1.2399216,0.5904531,-0.08597447,-0.25734746,0.04452348,0.0,0.0
0.37127095,1.228175,0.6396027,-0.11770857,-0.2782247,-0.16543663,0.0,0.0
0.40480155,1.2289946,0.71103936,0.08660597,-0.324452,-0.19510855,0.0,0.0
0.44406176,1.2489376,0.85412854,0.23059599,-0.3665992,-0.1452106,0.0,0.0
0.48981658,1.2869985,0.96497023,0.40674797,-0.40347666,-0.15240435,0.0,0.0
0.53867495,1.3307492,1.0085541,0.36985868,-0.47073045,-0.35906875,0.0,0.0
0.58830863,1.3715631,1.0084571,0.34813935,-0.5604917,-0.35902888,0.0,0.0
0.6369602,1.4110067,0.9644634,0.34590772,-0.6169383,-0.13113074,0.0,0.0
0.6839199,1.4498012,0.92283076,0.34457922,-0.6158253,0.09359898,0.0,0.0
0.735808,1.4990472,1.1114347,0.49363703,-0.5928336,0.10209707,0.0,0.0
0.79265344,1.5519543,1.1543545,0.45463094,-0.6012712,-0.1138891,0.0,0.0
0.8501352,1.6018915,1.1543424,0.43301976,-0.6297433,-0.11388779,0.0,0.0
0.91426563,1.6642963,1.3533227,0.6063128,-0.66077846,-0.12836902,0.0,0.0
0.98946726,1.7450216,1.5890878,0.7710883,-0.69067115,-0.11804618,0.0,0.0
1.0052633,1.7623978,1.5827439,0.7705375,-0.694687,-0.08031775,0.0,0.0
-0.011310577,1.4122686,-0.17678067,0.097447656,0.015751973,0.06805961,0.0,0.0
-0.019979382,1.421779,-0.17683052,0.075838126,0.03275633,0.06800358,0.0,0.0
-0.027477741,1.4288744,-0.12613161,0.055181462,0.020310419,-0.1352649,0.0,0.0
-0.03295498,1.4476297,-0.08962326,0.23587985,-0.007469965,-0.09666107,0.0,0.0
-0.036520194,1.4725525,-0.040104575,0.2109341,-0.06074603,-0.29501718,0.0,0.0
-0.038210202,1.4948626,0.0051113563,0.18690883,-0.16115862,-0.47709006,0.0,0.0
-0.03774643,1.5305544,0.05897365,0.41460603,-0.28360134,-0.5031501,0.0,0.0
-0.03490267,1.5758839,0.10241644,0.38327834,-0.43892127,-0.6911377,0.0,0.0
-0.03025217,1.6179805,0.14360729,0.34444994,-0.64388746,-0.8982488,0.0,0.0
-0.020345211,1.6660789,0.32166117,0.44358924,-0.8700064,-0.88945115,0.0,0.0
-0.0055453302,1.7172877,0.32066184,0.42149782,-1.0922779,-0.8888458,0.0,0.0
0.009642601,1.7663654,0.3195252,0.3995654,-1.3143982,-0.88824195,0.0,0.0
0.03843546,1.8161855,0.7329947,0.4214147,-1.533038,-0.8794781,0.0,0.0
0.07528448,1.8636384,0.7295659,0.3636661,-1.7936254,-1.1522864,0.0,0.0
0.11296997,1.9088635,0.7426423,0.37429526,-2.0442367,-0.9040734,0.0,0.0
0.1518693,1.9541346,0.7704958,0.3860093,-2.2300506,-0.6308668,0.0,0.0
0.19737434,1.9888854,0.96129245,0.23216273,-2.3841484,-0.6079955,0.0,0.0
0.2539088,2.0036004,1.1632949,0.047727007,-2.5380185,-0.60351384,0.0,0.0
0.3123641,2.0077078,1.1207529,0.010266363,-2.721992,-0.811546,0.0,0.0
0.3703367,2.0084171,1.120385,-0.010684165,-2.9248095,-0.8110862,0.0,0.0
0.4308073,1.991445,1.1884402,-0.24030638,-3.1309357,-0.83355457,0.0,0.0
0.49233198,1.9440066,1.1696483,-0.51898164,-3.341632,-0.8391349,0.0,0.0
0.54931736,1.8665924,1.0733896,-0.77684855,-3.5484333,-0.8424013,0.0,0.0
0.59991616,1.7596148,0.89051104,-1.0285927,-3.7609482,-0.842426,0.0,0.0
0.6470051,1.6392922,0.92939603,-1.0715103,-3.9378824,-0.6184988,0.0,0.0
0.69449484,1.5155116,0.9298487,-1.0928401,-4.0924764,-0.6182949,0.0,0.0
0.7426084,1.3876418,0.9618346,-1.1437835,-4.2082973,-0.3622264,0.0,0.0
0.78284186,1.2486448,0.6758948,-1.2865449,-4.3021817,-0.3954808,0.0,0.0
0.81748295,1.0995411,0.6950611,-1.337496,-4.3649983,-0.1611627,0.0,0.0
0.8520359,0.94853824,0.68177825,-1.3296199,-4.4399443,-0.38908044,0.0,0.0
0.8860895,0.7974761,0.6714243,-1.3217345,-4.569686,-0.6150137,0.0,0.0
0.9199602,0.64327496,0.6763876,-1.3755853,-4.6844125,-0.37043583,0.0,0.0
0.9537613,0.48723686,0.6778626,-1.3646824,-4.8125167,-0.61565936,0.0,0.0
0.9874008,0.32994854,0.6784598,-1.38634,-4.966401,-0.61545825,0.0,0.0
1.0008482,0.2667138,0.68384725,-1.3811507,-5.0356503,-0.7217351,0.0,0.0
-0.027167702,1.4481281,-0.45802444,0.26492217,0.030901132,0.102562405,0.0,0.0
-0.048549842,1.476523,-0.40469846,0.24468304,0.024821991,-0.111507334,0.0,0.0
-0.06988354,1.51822,-0.41095132,0.46875125,-0.0061889524,-0.11383413,0.0,0.0
-0.091902636,1.5695539,-0.4618333,0.44793242,-0.004854297,0.09022031,0.0,0.0
-0.11464958,1.6341083,-0.4577403,0.6471422,0.018294137,0.09545797,0.0,0.0
-0.13618346,1.7204341,-0.434601,0.8411114,0.04846225,0.12700258,0.0,0.0
-0.15759239,1.8136312,-0.43459958,0.8194944,0.080212586,0.1270007,0.0,0.0
-0.1777463,1.9046072,-0.3829715,0.8010391,0.08016159,-0.08104793,0.0,0.0
-0.19789895,2.0077522,-0.42308602,1.0019022,0.059557628,-0.096587166,0.0,0.0
-0.2206892,2.1187475,-0.4814085,0.97636354,0.07062011,0.13837287,0.0,0.0
-0.24497266,2.2444248,-0.510706,1.1932191,0.106849045,0.13907795,0.0,0.0
-0.27191582,2.3935406,-0.55797386,1.4278738,0.13932891,0.1384348,0.0,0.0
-0.2994681,2.5527985,-0.5579692,1.4062539,0.1739373,0.13843273,0.0,0.0
-0.3282206,2.709388,-0.610457,1.3785142,0.23922674,0.35373563,0.0,0.0
